log_p_x
-17.871685256122397
-23.85549958995137
-16.764382643163046
-27.178145102828097
-18.91027898651152
-20.948060122522826
-36.558944327486245
-23.864368313945533
-23.010960172115666
-18.382347747400342
-23.086621854055643
-16.32036580625475
-45.151311014336684
-24.503599407184048
-31.358853708444506
-23.590490454302973
-23.314567917462014
-19.668267207065096
-25.83266338946337
-19.621423701161604
-37.367957453329964
-20.635661050071448
-38.34379250572621
-38.653554119388936
-20.640377334929788
-24.06071324738749
-23.16479145487562
-19.930267009797376
-24.3215493816709
-26.371562091569444
-28.295717901372413
-23.302561677381412
-23.71274651281768
-13.82833154756684
-27.864747585906713
-20.86551233523644
-21.185405927247796
-19.327697081279048
-28.5654708960546
-20.007191981005327
-26.56626028079564
-38.87075416492756
-15.888754688214842
-23.54874887794439
-30.834793340990224
-26.897267443530147
-21.415509610564825
-16.438998258112612
-41.00259852179865
-16.15122136269278
-22.52436662102336
-26.086084193731224
-16.634392252574035
-23.646396098173135
-27.3660926105552
-24.074073671996807
-30.1583048222356
-27.100378828942723
-20.66459943006815
-26.211463782720877
-16.883069360394806
-23.224623871659432
-24.034225841403746
-22.665073558173837
-21.640022273457507
-16.817489952771403
-21.81534786172449
-29.80879140599435
-26.01689139637581
-30.196428864442204
-25.002032904118124
-18.586163143758625
-35.268131439809906
-22.885834278363696
-22.512857925831426
-18.73570633371491
-50.717654395940585
-19.013993091738953
-23.758964111881276
-21.537456943905873
-30.6907261517378
-29.247624056991306
-22.73258413988154
-35.306774529908715
-40.80825793797219
-17.935756639383953
-18.886962219208478
-29.03873636100876
-24.88407313712065
-18.275879153725313
-37.74745246858864
-22.604627481739506
-21.382298001038635
-17.79734894906317
-23.34964768040357
-19.769254697709115
-28.772891285848615
-27.482016066405485
-34.22209650744522
-25.634268186283954
-19.18282831954079
-35.67956359449749
-25.802653646950738
-21.19852308766268
-23.700320116148347
-19.296811214470566
-39.46260143525274
-18.006895515507413
-17.702733352428012
-24.35238381321909
-23.84698927691951
-18.223656560157515
-17.437954360108993
-21.01696525147417
-26.685670516818163
-20.137821602963314
-26.646245810288555
-20.86554861948935
-20.991357763790106
-28.687187439197686
-19.13962684575921
-22.826462089028084
-22.752017937163146
-22.370365419617407
-35.108095508868274
-18.460866035922457
-34.87303272532357
-15.653599783360972
-22.684213408304167
-24.801241111203034
-30.246655554506788
-28.866182524210977
-29.53871135595493
-30.377162959962142
-15.439423931994382
-20.979661090653543
-21.359424006878662
-18.509139352639977
-49.19743647791125
-26.061509296030877
-32.609917909206395
-23.42235561041482
-29.488430363288323
-15.04370729752936
-33.24275425274646
-23.693494452385274
-36.679934615759194
-26.456239392260088
-20.546617406217663
-22.501325541052545
-26.816029226542852
-15.53187109368377
-22.322345174343603
-26.397393712706204
-21.01816932660312
-23.67571524676307
-22.824894252187185
-21.62498226077838
-40.03394983864034
-24.082423915891447
-28.868953758106343
-22.168333127040817
-35.39473712555843
-18.909037523656618
-17.585759948096076
-27.7641304962861
-21.980310743846083
-20.33188280793845
-23.73734863195027
-31.194965970006677
-17.00068477973528
-30.381342368895055
-18.987306118009194
-20.76601123006725
-18.546536753586846
-26.015434123653655
-19.215583670675926
-20.085548986744776
-32.54284562583262
-23.784539533334332
-25.782854232931186
