,train,vp_train
loss,19.036858051300047,19.040087717056274
cdr3_output_loss,17.81559951019287,17.818866563797
v_gene_output_loss,1.4741750323772431,1.4740260169506072
j_gene_output_loss,0.16532556055486203,0.16596816028282046
